SNAP,1210909,1345,DAILY,2.00,0.1350,0.1035,202,619.00,622.00,6388300,6448900,1448900
SNAP,1210910,1345,DAILY,2.00,0.1350,0.1035,202,622.00,622.00,6448900,6448900,1448900
SNAP,1210913,1345,DAILY,2.00,0.1350,0.1035,202,615.00,622.00,6307500,6448900,1448900
SNAP,1210914,1345,DAILY,2.00,0.1350,0.1035,202,613.00,622.00,6267100,6448900,1448900
SNAP,1210915,1345,DAILY,2.00,0.1350,0.1035,202,607.00,622.00,6145900,6448900,1448900
SNAP,1210916,1345,DAILY,2.00,0.1350,0.1035,202,600.00,622.00,6004500,6448900,1448900
REBAL,1210917,1345,DOWN,2.00,0.1350,0.1035,200,600.00,622.00,6004500,6004500,1004500
SNAP,1210917,1345,DAILY,2.00,0.1350,0.1035,0,600.00,0.00,6004500,6004500,1004500
SNAP,1210922,1345,DAILY,2.00,0.1350,0.1035,200,586.00,586.00,6004500,6004500,1004500
SNAP,1210923,1345,DAILY,2.00,0.1350,0.1035,200,588.00,586.00,6044500,6004500,1004500
SNAP,1210924,1345,DAILY,2.00,0.1350,0.1035,200,598.00,586.00,6244500,6004500,1004500
SNAP,1210927,1345,DAILY,2.00,0.1350,0.1035,200,602.00,586.00,6324500,6004500,1004500
REBAL,1210928,1345,EXTRA,2.00,0.1350,0.1035,210,595.00,586.00,6184500,6184500,1184500
SNAP,1210928,1345,DAILY,2.00,0.1350,0.1035,0,594.00,0.00,6184500,6184500,1184500
SNAP,1210929,1345,DAILY,2.00,0.1350,0.1035,210,580.00,580.00,6184500,6184500,1184500
SNAP,1210930,1345,DAILY,2.00,0.1350,0.1035,210,580.00,580.00,6184500,6184500,1184500
SNAP,1211001,1345,DAILY,2.00,0.1350,0.1035,210,574.00,580.00,6058500,6184500,1184500
SNAP,1211004,1345,DAILY,2.00,0.1350,0.1035,210,572.00,580.00,6016500,6184500,1184500
SNAP,1211005,1345,DAILY,2.00,0.1350,0.1035,210,572.00,580.00,6016500,6184500,1184500
SNAP,1211006,1345,DAILY,2.00,0.1350,0.1035,210,571.00,580.00,5995500,6184500,1184500
SNAP,1211007,1345,DAILY,2.00,0.1350,0.1035,210,580.00,580.00,6184500,6184500,1184500
